,NAME_x,ADDRESS,City,State Code,Zip Code,County,Rural Versus Urban,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders,Number of Beds + Total for all Subproviders,Total Bed Days Available + Total for all Subproviders,Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Hospital Number of Beds For Adults &amp; Peds,Hospital Total Bed Days Available For Adults &amp; Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges,NAME_y,LATITUDE,LONGITUDE,Absolute Net Income,Sign Net Income
1035,ADVANCED CARE HOSPITAL OF MONTANA,3528 GABEL ROAD,BILLINGS,MT,59102,YELLOWSTONE,U,123.56,"12,598",40,"14,640",495,"12,598",40,"14,640",495,12598.0,40.0,14640.0,495.0,0,0,0,0,10121329.0,9986390.0,696713.0,20324369.0,38615680.0,1365.0,38617045.0,0,0,0,0,0,0,54220.0,0,0,7555202.0,-4948456.0,147610.0,205746.0,876067.0,3890389.0,0.0,0,284439084.0,284439084.0,288954576.0,335283.0,1100488.0,331590.0,0,0,278834880.0,280602241.0,0,0,0,589960.0,589960.0,281192201.0,7762375.0,7762375.0,288954576.0,0,0,38615681.0,1365.0,38617046.0,23206953.0,20107719.0,3099234.0,1499828.0,4599062.0,0,4599062.0,,0,0,ADVANCED CARE HOSPITAL OF MONTANA,45.74313397,-108.6046346,4599062.0,+
1036,LAKE HEALTH DISTRICT,700 SOUTH J STREET,LAKEVIEW,OR,97630-,LAKE,R,234.58,"2,665",24,"8,784",354,"18,732",24,"8,784",354,1084.0,24.0,8784.0,354.0,603316.0,295822.0,868874.0,868874.0,16445409.0,21112040.0,2525651.0,36210590.0,10969780.0,29367474.0,40337254.0,0,0,0,0,0,0,20209975.0,0,0,9800489.0,-1077000.0,487920.0,159955.0,0,29750231.0,0.0,0,2822935.0,2822935.0,62349848.0,7621256.0,2376843.0,0,0,554013.0,1195320.0,11747432.0,0,0,0,36517251.0,36517251.0,48264683.0,14085165.0,14085165.0,62349848.0,0,0,11660492.0,29656318.0,41316810.0,31916317.0,37557449.0,-5641132.0,6567112.0,925980.0,6294.0,919686.0,0.9,4330799.0,0,LAKE DISTRICT HOSPITAL,42.18129466,-120.3521112,919686.0,+
1040,ENCOMPASS HEALTH REHABILITATION HOSP,153 EAST MONTE PAINTER DRIVE,FAYETTEVILLE,AR,72703,WASHINGTON,U,166.61,"21,001",80,"29,200","1,797","21,001",80,"29,200","1,797",21001.0,80.0,29200.0,1797.0,0,0,0,0,11171815.0,9285157.0,1451086.0,19718033.0,43354572.0,0,43354572.0,1740350.0,0,11171815.0,120333.0,0,0,3984736.0,0,0,4062559.0,-762997.0,89650.0,23202.0,0,7397150.0,0.0,0,22722.0,22722.0,26018602.0,326014.0,830815.0,0,0,0,2860889.0,4017718.0,0,0,0,12747104.0,12747104.0,16764822.0,9253780.0,9253780.0,26018602.0,0,0,43354572.0,0,43354572.0,28397774.0,20456972.0,7940802.0,-92892.0,7847910.0,0,7847910.0,,0,0,ENCOMPASS HEALTH REHABILITATION HOSPITAL-A PARTNER OF WASHINGTON REGIONAL,36.10909938,-94.15484504,7847910.0,+
1046,SOLDIERS & SAILORS MEMORIAL HOSPT.,32-36 CENTRAL AVENUE,WELLSBORO,PA,16901,TIOGA,R,450.57,"5,604",25,"9,150","1,340","5,604",25,"9,150","1,340",4203.0,19.0,6954.0,1340.0,673001.0,4178055.0,1947258.0,1947258.0,25675613.0,39775188.0,3472427.0,53994999.0,47717701.0,192186953.0,239904654.0,0,0,0,0,0,0,2821.0,0,1552851.0,32960747.0,-23602277.0,891556.0,0,0,13262503.0,0.0,0.0,0,0.0,47775218.0,747255.0,0,0,101463.0,10250.0,4838041.0,5697009.0,0,170403.0,0,97000.0,267403.0,5964412.0,41636551.0,41810806.0,47775218.0,0,0,47803399.0,195665294.0,243468693.0,70129002.0,65450801.0,4678201.0,7487621.0,12165822.0,-1168994.0,13334816.0,0.23,2951286.0,30281801.0,UPMC SUSQUEHANNA SOLDIERS & SAILORS,41.745113,-77.300431,13334816.0,+
1047,MAGEE REHABILITATION HOSPITAL,1513 RACE STREET,PHILADELPHIA,PA,19102-,PHILADELPHIA,U,461.11,"22,351",83,"26,266",837,"22,351",83,"26,266",837,22351.0,83.0,26266.0,837.0,0,0,0,0,39143912.0,33247736.0,4211554.0,67405249.0,112163483.0,21694674.0,133858157.0,0,0,0,0,0,0,5910149.0,66468114.0,0,22294254.0,-981333.0,667826.0,0,1174568.0,97116051.0,0.0,28090985.0,8091407.0,36182392.0,208588292.0,3553086.0,4524195.0,0,0,0,2025882.0,10103163.0,0,0,0,64166436.0,64166436.0,74269599.0,108403371.0,134318693.0,208588292.0,0,0,113132129.0,20726029.0,133858158.0,62122498.0,78329378.0,-16206880.0,6120030.0,-10086850.0,0,-10086850.0,,0,0,MAGEE REHABILITATION HOSPITAL,39.95681412,-75.16527023,10086850.0,-
1048,CHRISTUS DUBUIS HOSPITAL OF,2830 CALDER AVENUE,BEAUMONT,TX,77706,JEFFERSON,U,67.00,"7,673",33,"12,078",308,"7,673",33,"12,078",308,7673.0,33.0,12078.0,308.0,0,0,0,0,4913133.0,6683383.0,382530.0,11601548.0,32693674.0,0,32693674.0,0,0,4913133.0,0,0,0,0,0,0,4828128.0,0,160558.0,35433.0,0,5024119.0,0.0,0,0,0,12492805.0,3388374.0,437684.0,0,0,0,-849166.0,2976892.0,0,1759678.0,0,0,1759678.0,4736570.0,7756235.0,7756235.0,12492805.0,0,0,32693674.0,0,32693674.0,12239693.0,11596516.0,643177.0,96668.0,739845.0,0,739845.0,,0,0,CHRISTUS SOUTHEAST TEXAS - ST ELIZABETH,30.08734182,-94.13180847,739845.0,+
1049,ENCOMPASS HEALTH REHABILITATION HOSP,3351 WATERVIEW PARKWAY,RICHARDSON,TX,75080,DALLAS,U,146.48,"16,897",50,"18,250","1,374","16,897",50,"18,250","1,374",16897.0,50.0,18250.0,1374.0,0,0,0,0,10851553.0,12407061.0,2034931.0,20641695.0,39551966.0,0,39551966.0,1717539.0,0,10851553.0,6123.0,0,0,3835432.0,0,0,3723456.0,-866752.0,66733.0,347111.0,0,7105980.0,0.0,0,63557890.0,63557890.0,92283439.0,261694.0,698638.0,0,0,0,1722773.0,2683105.0,0,0,0,21071206.0,21071206.0,23754311.0,68529128.0,68529128.0,92283439.0,0,0,39551967.0,0,39551967.0,26655005.0,23258614.0,3396391.0,981331.0,4377722.0,0,4377722.0,,0,0,ENCOMPASS HEALTH REHABILITATION HOSPITAL RICHARDSON,32.99798275,-96.75493758,4377722.0,+
1050,KINDRED HOSPITAL RIVERSIDE,2224 MEDICAL CENTER DRIVE,PERRIS,CA,92571,RIVERSIDE,U,145.50,"13,328",40,"14,640",330,"13,328",40,"14,640",330,11188.0,32.0,11712.0,330.0,0,0,0,0,11805069.0,15983889.0,227237.0,25942720.0,143707898.0,2641119.0,146349017.0,2015441.0,0,11805069.0,1517889.0,0,0,3455.0,0,0,7664467.0,-1113308.0,358819.0,44359.0,0,6973524.0,0.0,0,2982603.0,2985853.0,11158390.0,1381721.0,694080.0,24801.0,0,0,4690137.0,6790739.0,0,0,0,5452808.0,5452808.0,12243547.0,-1085157.0,-1085157.0,11158390.0,0,0,143707898.0,2641119.0,146349017.0,27349489.0,27788958.0,-439469.0,28220.0,-411249.0,0,-411249.0,,0,0,KINDRED HOSPITAL RIVERSIDE,33.81247771,-117.2223395,411249.0,-
1053,WESLEY REHABILITATION HOSPITAL  AN A,8338 WEST 13TH STREET,WICHITA,KS,67212,SEDGWICK,U,126.37,"12,766",65,"23,725",967,"12,766",65,"23,725",967,12766.0,65.0,23725.0,967.0,0,0,0,0,8166088.0,9202143.0,583146.0,15738484.0,27985362.0,2330507.0,30315869.0,1828991.0,0,8166088.0,269808.0,0,0,937325.0,0,0,3930081.0,-1268931.0,68433.0,603859.0,0,4270767.0,0.0,0,4155066.0,4155066.0,9540135.0,253698.0,585744.0,0,0,0,1675449.0,2514891.0,0,0,0,4634860.0,4634860.0,7149751.0,2390384.0,2390384.0,9540135.0,0,0,27985362.0,2330508.0,30315870.0,17522232.0,17368231.0,154001.0,97718.0,251719.0,0,251719.0,,0,0,WESLEY REHABILITATION HOSPITAL,37.70958184,-97.43882277,251719.0,+
1054,KINDRED HOSPITAL CHATTANOOGA,709 WALNUT STREET,CHATTANOOGA,TN,37402,HAMILTON,U,95.60,"10,140",44,"16,104",343,"10,140",44,"16,104",343,10140.0,44.0,16104.0,343.0,0,0,0,0,6486262.0,10702971.0,339795.0,15973705.0,75338798.0,177697.0,75516495.0,983574.0,0,6486262.0,911879.0,0,0,11070.0,0,0,6678997.0,-2213349.0,220560.0,0,0,4696879.0,0.0,0,4288240.0,4288240.0,10010662.0,1128065.0,394405.0,13106.0,0,0,6798572.0,8334148.0,0,0,0,2694554.0,2694554.0,11028702.0,-1018040.0,-1018040.0,10010662.0,0,0,75338798.0,177697.0,75516495.0,17059026.0,17189233.0,-130207.0,25671.0,-104536.0,0,-104536.0,,0,0,KINDRED HOSPITAL - CHATTANOOGA,35.04757814,-85.30770622,104536.0,-
1065,SAINT MARYS HOSPITAL,1301 GRUNDMAN BLVD,NEBRASKA CITY,NE,68410-3319,OTOE,R,98.30,"1,412",18,"6,588",245,"21,895",18,"6,588",245,556.0,18.0,6588.0,245.0,514105.0,1042367.0,1242574.0,1483341.0,11095185.0,19061873.0,1914589.0,32558723.0,3965907.0,48441199.0,52407106.0,0,0,0,0,0,0,40034667.0,0,0,10804526.0,-3595001.0,670846.0,0,510250.0,48785664.0,0.0,2656875.0,391271.0,3048146.0,89048325.0,36013281.0,981625.0,9005.0,0,0,2670399.0,49935580.0,0,0,0,50921.0,50921.0,49986501.0,39061824.0,39061824.0,89048325.0,0,0,3965907.0,48441198.0,52407105.0,32961649.0,30146486.0,2815163.0,3546698.0,6361861.0,0,6361861.0,0.62,1907748.0,4732499.0,CHI HEALTH ST MARY'S,40.65637136,-95.8624831,6361861.0,+
1066,SOUTHERN COOS GENERAL HOSPITAL,900 11TH STREET SE,BANDON,OR,97411-,COOS,R,137.90,"2,344",19,"6,954",283,"2,344",19,"6,954",283,1004.0,19.0,6954.0,283.0,124821.0,986573.0,782264.0,782264.0,9906055.0,13978824.0,695096.0,20542144.0,8980931.0,18881365.0,27862296.0,0,0,0,0,0,0,7498918.0,9943595.0,0,5757270.0,-2443180.0,300563.0,128608.0,0,21267217.0,0.0,0,0,0,26698472.0,12499191.0,42063.0,564643.0,0,0,5488860.0,18594757.0,0,4596488.0,0,0,4596488.0,23191245.0,3507227.0,3507227.0,26698472.0,0,0,8998019.0,23946162.0,32944181.0,19511710.0,23884879.0,-4373169.0,1361801.0,-3011368.0,0,-3011368.0,0.74,5156498.0,5742000.0,SOUTHERN COOS HOSPITAL & HEALTH CENTER,43.11242506,-124.4020584,3011368.0,-
1075,VAN BUREN COUNTY HOSPITAL,304 FRANKLIN STREET,KEOSAUQUA,IA,52565-0070,VAN BUREN,R,109.56,927,25,"9,150",155,"28,955",25,"9,150",155,404.0,25.0,9150.0,155.0,152885.0,388971.0,404239.0,1513653.0,8599059.0,8654117.0,590987.0,14943540.0,2340977.0,17076041.0,19417018.0,0,0,0,0,0,0,9474900.0,0,0,3714985.0,-1815000.0,256925.0,144202.0,0,13777511.0,0.0,4145841.0,1800866.0,5946707.0,26171556.0,392479.0,621277.0,275354.0,961629.0,0,7598823.0,9849562.0,0,9570853.0,0,2458716.0,12029569.0,21879131.0,4292425.0,4292425.0,26171556.0,0,0,2517529.0,18546385.0,21063914.0,12947301.0,17253177.0,-4305876.0,3455523.0,-850353.0,0,-850353.0,0.77,1689054.0,3636216.0,VAN BUREN COUNTY HOSPITAL,40.7365392,-91.95804475,850353.0,-
1076,VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,WEBSTER CITY,IA,50595,HAMILTON,R,198.58,"3,668",25,"9,150",558,"31,152",25,"9,150",558,1743.0,25.0,9150.0,558.0,92763.0,857960.0,714577.0,1188876.0,14062278.0,19066735.0,3729422.0,30005769.0,8181493.0,35895398.0,44076891.0,0,0,0,0,0,0,18744948.0,381135.0,0,3088994.0,-510046.0,790497.0,265256.0,0,25321739.0,0.0,5643885.0,4394244.0,10038129.0,53512125.0,997550.0,1863504.0,0,3078023.0,4213149.0,6324873.0,17599156.0,0,11174630.0,0,9756356.0,20930986.0,38530142.0,14981983.0,14981983.0,53512125.0,0,0,8832843.0,37676705.0,46509548.0,29252694.0,33986973.0,-4734279.0,6431438.0,1697159.0,6591.0,1690568.0,0.68,3683172.0,6107102.0,VAN DIEST MEDICAL CENTER,42.45294015,-93.81222429,1690568.0,+
1079,TEWKSBURY HOSPITAL,365 EAST STREET,TEWKSBURY,MA,02129,MIDDLESEX,U,867.41,"123,116",540,"197,640",632,"123,116",540,"197,640",632,123116.0,540.0,197640.0,632.0,0,0,0,0,48787710.0,22063880.0,781003.0,129008026.0,140392105.0,488680.0,140880785.0,0,0,48787710.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70851590.0,-70851590.0,0,-70851590.0,0,-70851590.0,0.92,0,0,TEWKSBURY HOSPITAL,42.6070742,-71.2182232,70851590.0,-
1083,MUNCY VALLEY HOSPITAL,215 EAST WATER STREET,MUNCY,PA,17756,,U,146.76,"3,284",20,"7,320",284,"47,100",158,"57,828",284,803.0,20.0,7320.0,284.0,482462.0,3119159.0,1344519.0,2375139.0,16744313.0,32035753.0,2276817.0,43711266.0,43825732.0,125827256.0,169652988.0,0,0,0,0,0,0,111202.0,0,0,21544956.0,-12908444.0,0,0,0,8293799.0,0.0,310297.0,700.0,310997.0,38568037.0,822509.0,0,0,0,126823.0,4885220.0,5834552.0,0,0,0,241000.0,241000.0,6075552.0,31581148.0,32492485.0,38568037.0,0,0,43825732.0,125827256.0,169652988.0,53004373.0,48780066.0,4224307.0,5534298.0,9758605.0,0,9758605.0,0.26,1421908.0,19437910.0,UPMC SUSQUEHANNA MUNCY,41.209758,-76.775342,9758605.0,+
1086,VERMONT PSYCHIATRIC CARE HOSPITAL,350 FISHER ROAD,BERLIN,VT,05633-7901,,R,178.00,"7,104",25,"9,125","7,104","7,104",25,"9,125","7,104",7104.0,25.0,9125.0,7104.0,0,0,0,0,9827988.0,13387051.0,582711.0,24358648.0,18384440.0,0,18384440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19212.0,0,19212.0,19212.0,23215039.0,-23195827.0,106528.0,-23089299.0,0,-23089299.0,,0,0,VERMONT PSYCHIATRIC CARE HOSPITAL,44.222624,-72.564716,23089299.0,-
1087,NORTHERN VIRGINIA MENTAL HEALTH INST,3302 GALLOWS ROAD,FALLS CHURCH,VA,22042-3398,FAIRFAX,U,356.30,"27,975",94,"34,404","1,144","41,462",134,"49,044","1,208",27975.0,94.0,34404.0,1144.0,0,0,0,0,25718574.0,15196664.0,416947.0,39338014.0,43077770.0,4557.0,43082327.0,0,0,0,0,0,0,2012587.0,0,0,3518715.0,-3048994.0,274721.0,546342.0,0,3303371.0,0.0,0,0,0,11644468.0,422401.0,2065146.0,0,0,0,22500.0,2510047.0,0,0,0,2081906.0,2081906.0,4591953.0,6546093.0,7052515.0,11644468.0,0,0,42884891.0,0,42884891.0,11650.0,41197287.0,-41185637.0,39450537.0,-1735100.0,0,-1735100.0,,0,0,NORTHERN VIRGINIA MENTAL HEALTH INSTITUTE,38.85788919,-77.23203453,1735100.0,-
1088,SOUTHWESTERN VA MENTAL HLTH INST IPT,340 BAGLEY CIRCLE,MARION,VA,24354,SMYTH,R,152.11,"28,635",109,"39,894",947,"59,198",204,"73,839",965,28635.0,109.0,39894.0,947.0,0,0,0,0,26851796.0,19853045.0,1701719.0,47426019.0,49958731.0,11264.0,49969995.0,0,0,0,0,0,0,5537884.0,0,0,5568482.0,-4516345.0,349986.0,1531250.0,0,8471257.0,0.0,0,0,0,20617338.0,181986.0,2532949.0,0,0,0,0,2811195.0,0,0,0,2447767.0,2447767.0,5258962.0,15340323.0,15358376.0,20617338.0,0,0,49547322.0,0,49547322.0,9320907.0,48756905.0,-39435998.0,40609943.0,1173945.0,0,1173945.0,,0,0,SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,36.83321553,-81.5101823,1173945.0,+
1090,NORTH BIG HORN HOSPITAL,1115 LANE 12,LOVELL,WY,82431,BIG HORN,R,157.11,"2,276",14,"5,124",199,"36,132",99,"36,234",199,552.0,14.0,5124.0,199.0,105292.0,284582.0,504469.0,504469.0,12030504.0,12534708.0,1071961.0,23237179.0,14665098.0,17456952.0,32122050.0,0,0,0,0,0,0,2696404.0,602049.0,0,2961571.0,0,454966.0,253741.0,0,7307827.0,0.0,14061397.0,0,14061397.0,29918024.0,960090.0,10533338.0,117365.0,0,0,0,11610793.0,0,1348913.0,0,0,1348913.0,12959706.0,16958318.0,16958318.0,29918024.0,0,0,14643819.0,19017814.0,33661633.0,21578825.0,23895623.0,-2316798.0,5042737.0,2725939.0,0,2725939.0,0.72,4602668.0,6049468.0,NORTH BIG HORN HOSPITAL DISTRICT,44.82665579,-108.3897296,2725939.0,+
1094,CHILDRENS MERCY HOSPITAL,2401 GILLHAM ROAD,KANSAS CITY,MO,64108,JACKSON,U,"4,296.91","88,109",334,"116,904","12,660","94,661",334,"116,904","12,660",46098.0,187.0,68175.0,12660.0,0,0,0,0,210729904.0,340165552.0,41866321.0,921918528.0,1501171108.0,984458092.0,2485629200.0,0,0,0,0,0,0,0,0,0,451136564.0,-303179406.0,13473150.0,1215944.0,0,205492802.0,0.0,0,2622117.0,2622117.0,255667068.0,13734638.0,0,0,0,0,0,13734638.0,0,0,0,0,0,13734638.0,241932430.0,241932430.0,255667068.0,0,0,1501018163.0,1371023727.0,2872041890.0,1245925588.0,1482881114.0,-236955526.0,280753752.0,43798226.0,0,43798226.0,,0,0,CHILDREN'S MERCY HOSPITAL,39.08408463,-94.5772711,43798226.0,+
1097,TWIN CITY HOSPITAL,819 NORTH FIRST STREET,DENNISON,OH,44621-1098,TUSCARAWAS,R,148.28,363,25,"9,150",59,"54,010",25,"9,150",59,155.0,25.0,9150.0,59.0,399379.0,1886744.0,1755434.0,4719240.0,9381933.0,11996531.0,914313.0,18560828.0,1065947.0,44625064.0,45691011.0,0,0,0,0,0,0,6949643.0,0,0,8963725.0,-5523244.0,407081.0,477587.0,0,12142831.0,0.0,0,306278.0,306278.0,21630147.0,596406.0,0,0,0,0,15188878.0,15785284.0,0,0,0,518718.0,518718.0,16304002.0,5326145.0,5326145.0,21630147.0,0,0,1071600.0,47210576.0,48282176.0,17531288.0,21378464.0,-3847176.0,3409750.0,-437426.0,97929.0,-535355.0,0.41,1592526.0,11301480.0,TRINITY HOSPITAL TWIN CITY,40.40162159,-81.33668613,535355.0,-
1098,SSH - CLEVELAND,11900 FAIRHILL ROAD,CLEVELAND,OH,44120,CUYAHOGA,U,174.05,"15,292",143,"52,338",584,"16,979",183,"55,978",584,15292.0,143.0,52338.0,584.0,0,0,0,0,12796985.0,21531593.0,1270331.0,33626712.0,135254238.0,0,135254238.0,0,0,12796985.0,0,0,0,0,0,0,10193600.0,0,0,297763.0,350413.0,10839372.0,0.0,0,20857552.0,13224419.0,28337918.0,1839585.0,2422353.0,0,3158265.0,0,636891.0,6290891.0,0,0,0,28399671.0,28399671.0,34690562.0,-6352644.0,-6352644.0,28337918.0,0,0,135254237.0,0,135254237.0,33596799.0,34166686.0,-569887.0,742436.0,172549.0,-3630.0,176179.0,,0,0,SELECT SPECIALTY HOSPITAL - CLEVELAND FAIRHILL,41.48997926,-81.59848282,176179.0,+
1099,LINDNER CENTER OF HOPE,4075 OLD WESTERN ROW ROAD,MASON,OH,45040-,WARREN,U,,"8,084",32,"11,712","1,424","8,084",32,"11,712","1,424",8084.0,32.0,11712.0,1424.0,0,0,0,0,0,38604897.0,1676088.0,21554871.0,19749858.0,10427045.0,30176903.0,0,0,0,0,0,0,6429544.0,0,0,5794290.0,-3664949.0,107510.0,100419.0,542182.0,9571296.0,0.0,28124127.0,38163524.0,66287651.0,105046829.0,990302.0,0,0,0,1119307.0,0,4598868.0,0,0,0,0,0,4598868.0,47675086.0,100447961.0,105046829.0,0,0,34444160.0,11177187.0,45621347.0,28133157.0,39318400.0,-11185243.0,8487639.0,-2697604.0,0,-2697604.0,,0,0,THE CRAIG AND FRANCES LINDNER CENTER OF HOPE,39.33152309,-84.29458631,2697604.0,-
1100,LINDNER CENTER OF HOPE,4075 OLD WESTERN ROW ROAD,MASON,OH,45040-,WARREN,U,,"8,084",32,"11,712","1,424","8,084",32,"11,712","1,424",8084.0,32.0,11712.0,1424.0,0,0,0,0,0,38604897.0,1676088.0,21554871.0,19749858.0,10427045.0,30176903.0,0,0,0,0,0,0,6429544.0,0,0,5794290.0,-3664949.0,107510.0,100419.0,542182.0,9571296.0,0.0,28124127.0,38163524.0,66287651.0,105046829.0,990302.0,0,0,0,1119307.0,0,4598868.0,0,0,0,0,0,4598868.0,47675086.0,100447961.0,105046829.0,0,0,34444160.0,11177187.0,45621347.0,28133157.0,39318400.0,-11185243.0,8487639.0,-2697604.0,0,-2697604.0,,0,0,CINCINNATI CHILDREN'S HOSPITAL @ LINDNER CENTER OF HOPE,39.33113048,-84.29540722,2697604.0,-
1108,ENCOMPASS HEALTH REHABILITATION HOSP,2 CENTRE PLAZA,TINTON FALLS,NJ,07724,MONMOUTH,U,176.04,"18,443",60,"21,900","1,377","18,443",60,"21,900","1,377",18443.0,60.0,21900.0,1377.0,0,0,0,0,13040846.0,10537053.0,790624.0,22803365.0,39175407.0,2085303.0,41260710.0,3092683.0,0,13040846.0,0,0,0,4363991.0,0,0,7079675.0,-1776767.0,49734.0,47394.0,0,9764027.0,0.0,0,2216146.0,2216146.0,18285796.0,492983.0,1148365.0,0,0,0,2922503.0,4563851.0,0,0,0,5401408.0,5401408.0,9965259.0,8320537.0,8320537.0,18285796.0,0,0,39175617.0,2085094.0,41260711.0,33227543.0,23577899.0,9649644.0,-187124.0,9462520.0,0,9462520.0,,0,0,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TINTON FALLS,40.28283465,-74.07972544,9462520.0,+
1109,LANCASTER BEHAVIORAL HEALTH HOSPITAL,333 HARRISBURG AVENUE,LANCASTER,PA,17603,LANCASTER,U,230.70,"24,012",126,"46,116","2,297","24,012",126,"46,116","2,297",24012.0,126.0,46116.0,2297.0,0,0,0,0,13392215.0,14723906.0,1436349.0,22812103.0,79229700.0,0,79229700.0,0,0,0,0,0,0,0,0,0,3059955.0,0,74166.0,127379.0,0,3261500.0,0.0,0,1636282.0,1636282.0,29516736.0,8072028.0,1384890.0,0,0,0,0,9456918.0,0,0,0,0,0,9456918.0,20059818.0,20059818.0,29516736.0,0,0,79229700.0,0,79229700.0,19591405.0,27837556.0,-8246151.0,424710.0,-7821441.0,0,-7821441.0,,0,0,LANCASTER BEHAVIORAL HEALTH HOSPITAL,40.04978557,-76.31563618,7821441.0,-
1114,KINDRED HOSPITAL RANCHO,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO,U,203.90,"17,567",55,"20,130",642,"17,567",55,"20,130",642,15032.0,47.0,17202.0,642.0,0,0,0,0,15715008.0,20898517.0,741744.0,33753568.0,194769411.0,5587584.0,200356995.0,2687128.0,0,15714908.0,1487842.0,0,0,17447.0,0,0,11555701.0,-2480360.0,814464.0,0,0,9922481.0,0.0,0,51871.0,51871.0,26249562.0,2331855.0,1095775.0,39832.0,0,0,4557012.0,8024474.0,0,0,0,7965344.0,7965344.0,15989818.0,10259744.0,10259744.0,26249562.0,0,0,194769411.0,5587584.0,200356995.0,39278115.0,36613525.0,2664590.0,302362.0,2966952.0,0,2966952.0,,0,0,KINDRED HOSPITAL RANCHO,34.10371431,-117.5662938,2966952.0,+
1115,ENCOMPASS HEALTH REHABILITATION HOSP,14851 YORBA STREET,TUSTIN,CA,92780,ORANGE,U,145.34,"13,865",48,"17,520","1,175","13,865",48,"17,520","1,175",13865.0,48.0,17520.0,1175.0,0,0,0,0,11587379.0,12963467.0,537177.0,24229623.0,38428376.0,0,38428376.0,2690822.0,0,11587379.0,282313.0,0,0,3833033.0,0,0,4065692.0,-633103.0,69329.0,31105.0,0,7366056.0,0.0,0,2994061.0,2994061.0,11223473.0,369273.0,1104932.0,0,0,0,3007645.0,4481850.0,0,0,0,114034.0,114034.0,4595884.0,6627589.0,6627589.0,11223473.0,0,0,38428376.0,0,38428376.0,24394191.0,24550846.0,-156655.0,47544.0,-109111.0,0,-109111.0,,0,0,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TUSTIN,33.74746074,-117.8310556,109111.0,-
1125,SPECIALTY HOSPITAL OF LORAIN,254 CLEVELAND AVE,AMHERST,OH,44001,LORAIN,U,41.50,"4,677",24,"8,698",209,"4,677",24,"8,698",209,4677.0,24.0,8698.0,209.0,0,0,0,0,2546406.0,3874177.0,324336.0,6152882.0,16853885.0,23967.0,16877852.0,0,0,0,0,0,0,419671.0,0,0,4149393.0,-2755670.0,48186.0,13965.0,130997.0,2006542.0,0.0,0,0,0,2035722.0,539817.0,125676.0,1358.0,0,0,741602.0,1488454.0,0,0,0,0,0,1488454.0,547268.0,547268.0,2035722.0,0,0,16877852.0,0,16877852.0,6237700.0,6420583.0,-182883.0,243402.0,60519.0,0,60519.0,,0,0,UNIVERSITY HOSPITALS - AMHERST HEALTH  CENTER,41.39919663,-82.22358735,60519.0,+
