NAME,ADDRESS,LATITUDE,LONGITUDE
CYPRESS POINTE SURGICAL HOSPITAL,42570 S AIRPORT RD,30.47702898,-90.41299447
LALLIE KEMP REGIONAL MEDICAL CENTER,52579 HIGHWAY 51 S,30.6222688,-90.49780203
BEAUREGARD MEMORIAL HOSPITAL,600 S PINE ST,30.84156468,-93.28842796
OCEANS BEHAVIORAL HOSPITAL OF DERIDDER,1420 BLANKENSHIP DR,30.84192093,-93.31166699
BATON ROUGE REHABILITATION HOSPITAL,8595 UNITED PLAZA BLVD,30.41020698,-91.09499008
LANE REGIONAL MEDICAL CENTER,6300 MAIN ST,30.64883064,-91.13757902
PROMISE HOSPITAL BATON ROUGE,5130 MANCUSO LN,30.39738981,-91.10248416
SURGICAL SPECIALTY CENTER OF BATON ROUGE,8080 BLUEBONNET BLVD,30.37648988,-91.10085647
OCEANS BEHAVIORAL HOSPITAL OF OPELOUSAS,1310 HEATHER DR,30.50820845,-92.07286874
ST LANDRY EXTENDED CARE HOSPITAL,539 E PRUDHOMME ST,30.54488807,-92.07528508
OPELOUSAS GENERAL HEALTH SYSTEM SOUTH CAMPUS,539 E PRUDHOMME LN,30.47160362,-92.07948718
NORTH CADDO MEDICAL CENTER,815 S PINE ST,32.86399228,-93.98907523
POMERADO HOSPITAL,15615 POMERADO ROAD,32.99707518,-117.0555514
UCSD HEALTH LA JOLLA - JACOBS MEDICAL CENTER & SULPIZIO CARDIOVASCULAR CENTER,9300 CAMPUS POINT DRIVE,32.87802331,-117.2255989
CORCORAN DISTRICT HOSPITAL,1310 HANNA AVENUE,36.10007945,-119.5639527
TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS ROAD,35.55523789,-120.7195884
REHABILITATION HOSPITAL OF WISCONSIN,1625 COLD WATER CREEK DRIVE,43.02603411,-88.2872089
AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA,1287 FULTON ROAD,38.45039782,-122.7716262
SONOMA DEVELOPMENTAL CENTER,15000 ARNOLD DRIVE,38.34717995,-122.5186989
FAIRMONT HOSPITAL,15400 FOOTHILL BOULEVARD,37.70768456,-122.11871
KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,2800 BENEDICT DRIVE,37.7162326,-122.130564
BARLOW RESPIRATORY HOSPITAL,2000 STADIUM WAY,34.07609658,-118.2483613
LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,9542 EAST ARTESIA BOULEVARD,33.87440848,-118.1296078
GARFIELD MEDICAL CENTER,525 NORTH GARFIELD AVENUE,34.06816325,-118.1238573
KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,33.89008644,-118.2974383
LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,7601 EAST IMPERIAL HIGHWAY,33.9284015,-118.1588787
LOS ANGELES COMMUNITY HOSPITAL,4081 EAST OLYMPIC BOULEVARD,34.01934631,-118.1865137
LOS ANGELES METROPOLITAN MEDICAL CENTER,2231 SOUTH WESTERN AVENUE,34.03514331,-118.309357
HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,900 SUNSET DRIVE,36.83551313,-121.3868211
HEMET VALLEY HEALTH CARE CENTER,371 WESTON PLACE,33.75244151,-116.9604387
JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE ST,33.70656828,-116.2352581
KINDRED HOSPITAL RIVERSIDE,2224 MEDICAL CENTER DRIVE,33.81247771,-117.2223395
TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,47-915 OASIS STREET,33.70086462,-116.2216257
PALO VERDE HOSPITAL,250 NORTH FIRST STREET,33.61286177,-114.5951163
MISSION OAKS HOSPITAL,15891 LOS GATOS-ALMADEN ROAD,37.24471473,-121.9480738
JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL RD,37.5001239,-119.9773144
ADVENTIST HEALTH REEDLEY,372 WEST CYPRESS AVENUE,36.60826833,-119.4521494
SAN RAMON REGIONAL MEDICAL CENTER SOUTH BUILDING,7777 NORRIS CANYON ROAD,37.77459185,-121.957279
HERITAGE OAKS HOSPITAL,4250 AUBURN BLVD.,38.64339455,-121.3646809
VIBRA HOSPITAL OF SACRAMENTO,330 MONTROSE DRIVE,38.68118058,-121.1582091
KINDRED HOSPITAL - SANTA ANA,1901 NORTH COLLEGE AVENUE,33.7621497,-117.8915948
LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,33.80441349,-118.0671498
FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVENUE,33.73025666,-117.8285716
OAKDALE NURSING AND REHABILITATION CENTER,275 SOUTH OAK STREET,37.75916748,-120.8602989
SUTTER SURGICAL HOSPITAL-NORTH VALLEY,455 PLUMAS BOULEVARD,39.13145021,-121.6134541
SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,1965 LIVE OAK BOULEVARD,39.15559561,-121.6184357
KAWEAH DELTA SKILLED NURSING FACILITY,1633 SOUTH COURT STREET,36.31577618,-119.2924831
ST. THERESA SPECIALTY HOSPITAL - KENNER,3601 LOYOLA DR,30.02757156,-90.27186519
WILKES MEDICAL CENTER,1370 WEST 'D' STREET,36.15919304,-81.15791165
ENLOE MEDICAL CENTER - COHASSET CAMPUS,560 COHASSET ROAD,39.75249689,-121.8479964
COMMUNITY SPECIALTY HOSPITAL,408 SE EVANGELINE TRWY,30.22612066,-92.01062801
WEST JEFFERSON MEDICAL CENTER,1101 MEDICAL CENTER BLVD,29.89221354,-90.0948045
LIFECARE SPECIALTY HOSPITAL OF NORTH LOUISIANA,1401 EZELL ST,32.51400351,-92.63160106
RICHARDSON MEDICAL CENTER,254 HIGHWAY 3048,32.46316356,-91.7492241
UNITED MEDICAL REHABILITATION HOSPITAL,15717 BELLE DR,30.46521737,-90.46106944
PARK BRIDGE REHABILITATION AND WELLNESS CENTER,2401 BLANDING AVENUE,37.77062863,-122.2370243
COLLEGE MEDICAL CENTER SOUTH CAMPUS D/P APH,1725 PACIFIC AVENUE,33.78828429,-118.1941391
CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,2201 TUOLUMNE ST,38.1306131,-122.2409988
"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",345 SOUTH HALCYON ROAD,35.11310809,-120.5909362
PALOMAR MEDICAL CENTER,2185 W. CITRACADO PARKWAY,33.12221694,-117.1213709
PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,443 SOUTH SOTO STREET,34.03960373,-118.2127942
VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2801 EUREKA WAY,40.58517421,-122.4135496
NORTHEAST GEORGIA MEDICAL CENTER LUMPKIN,227 MOUNTAIN DR,34.52283376,-83.97562878
MEMORIAL SATILLA HEALTH,1900 TEBEAU STREET,31.22522139,-82.34827886
SOUTHWEST GEORGIA REGIONAL MEDICAL,361 RANDOLPH STREET,31.77536552,-84.7934916
HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,34.58144208,-83.53685905
LIFECARE HOSPITALS OF WISCONSIN,2400 GOLF ROAD,43.047293,-88.26708532
CORNERSTONE HOSPITAL OF SOUTHWEST LOUISIANA,703 CYPRESS STREET,30.23080972,-93.3683326
WESTEND HOSPITAL,1530 HIGHWAY 90 WEST,30.23195046,-92.67837576
EISENHOWER ARMY MEDICAL CENTER,300 E HOSPITAL RD,33.43033285,-82.12589716
PATHWAY REHABILITATION HOSPIAL OF BOSSIER,4900 MEDICAL DRIVE,32.46081223,-93.66982134
PEAK VIEW BEHAVIORAL HEALTH,7353 SISTERS GROVE,38.93748698,-104.7129691
WILLIAM S. MIDDLETON MEMORIAL VETERANS HOSPITAL,2500 OVERLOOK TERRACE,43.07424777,-89.43112581
CLEMENT J ZABLOCKI VETERANS AFFAIRS,5000 W NATIONAL AVE,43.02088819,-87.97591688
MAYO CLINIC HEALTH SYSTEM - RED CEDAR INC,2321 STOUT RD,44.88298524,-91.90156741
MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,1221 WHIPPLE ST,44.81280469,-91.51231466
LOMA LINDA UNIVERSITY SURGICAL HOSPITAL,26780 BARTON ROAD,34.04894041,-117.2202164
ST. MARY MEDICAL CENTER - APPLE VALLEY,18300 US HIGHWAY 18,34.54148837,-117.2656915
SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVENUE,32.79562758,-117.1550963
TRI-CITY MEDICAL CENTER,4002 VISTA WAY,33.1856204,-117.2902673
VILLA CORONADO (DP/SNF),233 PROSPECT PLACE,32.694474,-117.1673575
CALIFORNIA PACIFIC MED CTR-CALIFORNIA EAST,3698 CALIFORNIA STREET,37.78665958,-122.4546916
ST. FRANCIS MEMORIAL HOSPITAL,900 HYDE STREET,37.74932237,-122.4568964
CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,100 HEALTH PARK DRIVE,39.95190922,-105.1517817
LONGMONT UNITED HOSPITAL,1950 MOUNTAIN VIEW AVENUE,40.18213577,-105.1266537
ST. JOHN'S REGIONAL MEDICAL CENTER,1600 NORTH ROSE AVENUE,34.21633831,-119.1557183
SONOMA SPECIALTY HOSPITAL,501 PETALUMA AVENUE,38.39717434,-122.8190262
ADVENTIST HEALTH VALLEJO,525 OREGON STREET,38.11790375,-122.2488937
SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,38.56250391,-121.77074
OCEAN BEHAVIORAL HOSPITAL OF BILOXI,180 DE BUYS ROAD,30.392244,-88.99959226
ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,37.82121586,-122.2630606
KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PARKWAY,37.55279037,-121.9750842
VALLEY MEMORIAL HOSPITAL,1111 E. STANLEY BOULEVARD,37.67732014,-121.7817916
ADVENTIST HEALTH LODI MEMORIAL HOSPITAL,975 SOUTH FAIRMONT AVENUE,38.12132334,-121.2868184
BEVERLY HOSPITAL,309 WEST BEVERLY BOULEVARD,34.01455951,-118.1004469
MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,37.23602793,-107.8262684
COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,33.78848636,-118.1452406
MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,2801 ATLANTIC AVENUE,33.80817455,-118.1854576
GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,1891 EFFIE STREET,34.0852414,-118.2565808
KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVENUE,34.03849668,-118.3746964
KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,33.91950679,-118.1289979
KECK HOSPITAL OF USC,1500 SAN PABLO STREET,34.06202984,-118.2013106
KEDREN COMMUNITY MENTAL HEALTH CENTER,4211 SOUTH AVALON BOULEVARD,34.00729948,-118.2662101
METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,300 WEST HUNTINGTON DRIVE,34.13448746,-118.0417117
MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,14850 ROSCOE BOULEVARD,34.22041456,-118.4566694
PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,1300 WEST SEVENTH STREET,33.73842307,-118.3050044
PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,4101 TORRANCE BOULEVARD,33.8384929,-118.3572972
PROVIDENCE SAINT JOSEPH MEDICAL CENTER,501 SO. BUENA VISTA,34.15704353,-118.3288691
PROVIDENCE ST. JOHN'S HEALTH CENTER,2121 SANTA MONICA BLVD,34.03082595,-118.4794504
ST. VINCENT MEDICAL CENTER,2131 WEST 3RD STREET,34.06387156,-118.2736145
KAISER FOUNDATION HOSPITAL - MORENO VALLEY,27300 IRIS AVENUE,33.89703207,-117.1860032
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28100 BAXTER RD,33.61477694,-117.1690703
EL CAMINO HOSPITAL LOS GATOS,815 POLLARD ROAD,37.26252715,-121.9694066
KAISER FOUNDATION HOSPITAL - SAN JOSE,250 HOSPITAL PARKWAY,37.23980334,-121.8002157
O'CONNOR HOSPITAL,2105 FOREST AVENUE,37.32792474,-121.938392
DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,36.9900207,-121.984045
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,37.65968776,-122.43927
MAYO CLINIC HEALTH SYSTEM-FRANCISCAN HEALTHCARE,700 WEST AVENUE SOUTH,43.80394793,-91.24030403
SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,38.94510372,-121.1007482
ADVENTIST HEALTH FRANK R HOWARD MEMORIAL HOSPITAL,1 MARCELA DRIVE,39.38969872,-123.3387298
MERCY MEDICAL CENTER - MERCED,333 MERCY AVENUE,37.33985566,-120.4675283
COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,3003 NORTH MARIPOSA STREET,36.77771535,-119.7796771
KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO STREET,36.84252969,-119.7803051
ADVENTIST HEALTH SELMA,1141 ROSE AVENUE,36.56786704,-119.5986674
BARTON MEMORIAL HOSPITAL,2170 SOUTH AVENUE,38.91157868,-119.9965468
ADVENTIST HEALTH DELANO,1401 GARCES HIGHWAY,35.76226418,-119.238822
"BAKERSFIELD BEHAVORIAL HEALTHCARE HOSPITAL, LLC",5201 WHITE LANE,35.31672358,-119.0605346
SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BOULEVARD,38.54992593,-121.4146168
REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,40.58262492,-124.1364053
GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,36.20581243,-121.1328573
HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,33.66039694,-117.7732064
MEMORIALCARE ORANGE COAST MEDICAL CENTER,9920 TALBERT AVENUE,33.70046195,-117.9558942
"EMANUEL MEDICAL CENTER, INC",825 DELBON AVENUE,37.51231404,-120.8391509
KAISER FOUNDATION HOSPITAL - MODESTO,4601 DALE RD,37.70652228,-121.0517784
PAGOSA MOUNTAIN HOSPITAL,95 SOUTH PAGOSA BOULEVARD,37.25214825,-107.078312
MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,310 W MAIN ST,43.94422596,-90.81438359
SHEPHERD CENTER,2020 PEACHTREE ROAD NW,33.81006102,-84.39376186
PRIME HEALTHCARE FOUNDATION-SOUTHERN REGIONAL LLC,11 UPPER RIVERDALE ROAD SW,33.57901979,-84.38995142
PHOEBE NORTH,2000 PALMYRA ROAD,31.60659256,-84.16941454
HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,33.71672724,-85.14502029
CHILDREN'S HOSPITAL,200 HENRY CLAY AVE,29.91786419,-90.12739626
LSU MEDICAL CENTER,2021 PERDIDO ST,29.95665882,-90.08500462
ST. ELIZABETH HOSPITAL,1125 W HIGHWAY 30,30.20975616,-90.93174138
WELLSTAR COBB HOSPITAL,3950 AUSTELL ROAD,33.85754197,-84.6050249
CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,7700 S BROADWAY,39.57633122,-104.9860738
SAN LUIS VALLEY REGIONAL MEDICAL CENTER,106 BLANCA AVE,37.472182,-105.8827424
CHRISTUS ST. FRANCES CABRINI HOSPITAL,3330 MASONIC DR,31.28308443,-92.46145816
RIVERLAND MEDICAL CENTER,1700 EE WALLACE BLVD,31.64697512,-91.55478516
CHRISTUS COUSHATTA HEALTH CARE CENTER,1635 MARVEL ST,32.02050171,-93.34384807
ASCENSION OUR LADY OF VICTORY HOSPITAL,1120 PINE ST,44.95358209,-90.91889976
STOUGHTON HOSPITAL,900 RIDGE ST,42.92022462,-89.21074435
SOUTHWEST HEALTH CARE BEHAVIORAL SERVICES,1185 NORTH ELM STREET,42.74493367,-90.47913064
WILLIS-KNIGHTON SOUTH & CENTER FOR WOMEN'S HEALTH,2510 BERT KOUNS INDUSTRIAL LOOP,32.40470917,-93.79554888
TOMAH MEM HSPTL,321 BUTTS AVE,43.98400074,-90.51535328
THEDACARE REGIONAL MEDICAL CENTER APPLETON INC,1818 N MEADE ST,44.27846066,-88.3938163
RIVER FALLS AREA HOSPITAL,1629 E DIVISION ST,44.86467508,-92.60272076
SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE,3400 EAST RACINE STREET,42.66928844,-88.97688899
HUDSON HOSPITAL & CLINIC,405 STAGELINE ROAD,44.96080968,-92.71761001
REEDSBURG AREA MEDICAL CENTER,2000 N DEWEY AVE,43.54971484,-89.99293864
WAUKESHA MEMORIAL HOSPITAL,725 AMERICAN AVE,43.01117699,-88.24255095
PROVIDENCE LITTLE COMPANY OF MARY SUBACUTE CARE CENTER,1322 WEST 6TH STREET,33.73901823,-118.3062738
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,3440 E LA PALMA AVE,33.85198788,-117.8441945
OCHSNER LSU HEALTH MONROE,4864 JACKSON STREET,32.45088913,-92.1067958
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,33.92263707,-118.2438013
MASONICARE HEALTH CENTER,22 MASONIC AVE,41.46270592,-72.8362394
SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO ROAD NW,38.9362208,-77.1092389
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTAMONTE SPRINGS,831 S STATE RD 434,28.64633056,-81.41305908
PARK ROYAL HOSPITAL,9241 PARK ROYAL DR,26.51043166,-81.90956898
"HACIENDA CHILDREN'S HOSPITAL, INC",610 WEST JEROME AVE,33.38153727,-111.8446262
ASCENSION EAGLE RIVER HOSPITAL,201 HOSPITAL RD,45.92806463,-89.25166119
SELECT SPECIALITY HOSPITAL OF FORT MYERS,3050 CHAMPION RING RD,26.6304105,-81.80295058
MERCY MEDICAL CENTER-NEW HAMPTON,308 NORTH MAPLE AVENUE,43.06271303,-92.32154429
CLARKE COUNTY PUBLIC HOSPITAL,800 SOUTH FILLMORE,41.02611913,-93.76852658
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,25.78867201,-80.21591566
MERCY HOSPITAL,3663 S MIAMI AVE,25.74015862,-80.21435329
VARIETY CHILDRENS HOSPITAL,5959 NW 7TH ST,25.77831589,-80.29358797
PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER,8300 COLLIER BLVD,26.10553542,-81.68488477
GRINNELL GENERAL HOSPITAL,210 FOURTH AVENUE,41.74267347,-92.73440115
ORANGE CITY MUNICIPAL HOSPITAL,403 N CENTRAL AVE,43.00960634,-96.05886104
UNITY POINT HEALTH TRINITY,4500 UTICA RIDGE ROAD,41.56607181,-90.51974006
GREAT RIVER MEDICAL CENTER,1221 SOUTH GEAR AVENUE,40.80934797,-91.17308016
BOONE COUNTY HOSPITAL,1015 UNION,42.05599358,-93.87696264
KNOXVILLE AREA COMMUNITY HOSPITAL,1002 SOUTH LINCOLN,41.31111781,-93.11181984
HAWARDEN REGIONAL HEALTHCARE,1111 11TH STREET,42.99857403,-96.47984859
EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,43.46997591,-111.9916541
VIBRA HOSPITAL OF FORT WAYNE,2626 FAIRFIELD AVE,41.06113935,-85.14550814
PORTER-PORTAGE HOSPITAL CAMPUS-ER,3630 WILLOWCREEK RD,41.546435,-87.18433191
MEMORIAL HOSPITAL OF LAFAYETTE COUNTY,800 CLAY ST,42.68364369,-90.11002717
MEMORIAL MEDICAL CENTER,1615 MAPLE LN,46.56863847,-90.88841722
MERCY HEALTH SYSTEM CORP,1000 MINERAL POINT AVE,42.68784591,-89.03319042
MERCY WALWORTH HOSPITAL & MEDICAL CENTER,N2950 STATE ROAD 67,42.59808729,-88.53951992
MILE BLUFF MEDICAL CENTER INC,1050 DIVISION ST,43.78283545,-90.07515587
MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION,9455 W WATERTOWN PLANK RD,43.0430428,-88.03025559
GOODLAND REGIONAL MEDICAL CENTER,220 WEST SECOND STREET,39.35797512,-101.713749
SHERIDAN COUNTY HOSPITAL,826 18TH STREET,39.35439181,-100.4319894
HOLY FAMILY HOSPITAL,70 EAST STREET,42.7277,-71.1683
MCLEAN SOUTHEAST,23 ISAAC STREET,41.90167974,-70.91603352
CHAMBERS MEMORIAL HOSPITAL,719 DETROIT STREET,35.05442978,-93.38805914
CHICOT MEMORIAL MEDICAL CENTER,2729 HIGHWAY 65 AND 82 SOUTH,33.30659877,-91.29038904
FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,35.04001925,-90.77588392
DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,33.61088459,-91.81679407
THE SURGICAL HOSPITAL OF JONESBORO,909 ENTERPRISE DRIVE,35.81006986,-90.69154203
DE WITT HOSPITAL & NURSING HOME,1641 SOUTH WHITEHEAD DRIVE,34.27979487,-91.33823119
HODGEMAN COUNTY HEALTH CENTER,809 BRAMLEY,38.08325274,-99.9033644
BAPTIST HEALTH-FORT SMITH,1001 TOWSON AVE,35.37494781,-94.4194573
MEDICAL CENTER OF SOUTH ARKANSAS,700 WEST GROVE STREET,33.2207269,-92.67109375
MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,33.61845532,-91.39227634
CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVENUE,35.08566805,-92.4578836
CONWAY REGIONAL REHABILITATION HOSPITAL,2210 ROBINSON STREET,35.08929113,-92.45568605
LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,36.0737585,-90.96782345
MAGNOLIA REGIONAL MEDICAL CENTER,101 HOSPITAL DRIVE,33.27419818,-93.23913276
ST. VINCENT MEDICAL CENTER - NORTH,2215 WILDWOOD AVENUE,34.81309517,-92.20769063
CHI ST. VINCENT SHERWOOD REHABILITATION HOSPITAL PARTNER OF ENCOMPASS HEALTH,2201 WILDWOOD AVENUE,34.81339713,-92.20902203
ARKANSAS HEART HOSPITAL,1701 SOUTH SHACKLEFORD ROAD,34.7391732,-92.39327696
THE BRIDGEWAY,21 BRIDGEWAY ROAD,34.82206665,-92.35476763
NORTHWEST MEDICAL CENTER,609 WEST MAPLE AVENUE,36.17987716,-94.13664285
CUMBERLAND COUNTY HOSPITAL,299 GLASGOW ROAD,36.79619458,-85.37296207
ARKANSAS DEPARTMENT OF CORRECTION - OUACHITA RIVER UNIT INPATIENT CARE FACILITY,100 WALCO LANE,34.34486847,-92.84270041
PINNACLE POINTE BEHAVIORAL HEALTHCARE SYSTEM,11501 FINANCIAL CENTRE PARKWAY,34.7461006,-92.40171453
ADVENTHEALTH MANCHESTER,210 MARIE LANGDON DRIVE,37.16197765,-83.76202402
THE MEDICAL CENTER AT SCOTTSVILLE,456 BURNLEY ROAD,36.76147503,-86.21496916
CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,39.67036625,-104.9743791
PARKER ADVENTIST HOSPITAL,9395 CROWN CREST BLVD,39.54820081,-104.7710241
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF JONESBORO,1201 FLEMING AVENUE,35.8326775,-90.69303591
REGENCY HOSPITAL OF SPRINGDALE,609 WEST MAPLE AVENUE,36.18053846,-94.13697878
MCDOWELL ARH HOSPITAL,9879 KENTUCKY ROUTE 122,37.45670646,-82.74720787
ARH OUR LADY OF THE WAY,11203 MAIN STREET,37.57882455,-82.75030775
THE MEDICAL CENTER AT CAVERNA,1501 S. DIXIE STREET,37.16130615,-85.92303816
WHITTIER PAVILION,76 SUMMER STREET,42.77854696,-71.07317637
VIBRA HOSPITAL OF WESTERN MASS - CENTRAL CAMPUS,1400 STATE STREET,42.12051836,-72.54743842
UMD BALTIMORE WASHINGTON  MEDICAL CENTER,301 HOSPITAL DRIVE,39.13766768,-76.62323886
EASTERN SHORE HOSPITAL CENTER,POST OFFICE BOX 800,38.54062722,-76.065328
UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL,501 SOUTH UNION AVENUE,39.54309348,-76.090836
ADVENTIST HEALTHCARE BEHAVIORAL HEALTH & WELLNESS,14901 BROSCHART ROAD,39.09986285,-77.19895807
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,7503 SURRATTS ROAD,38.74813654,-76.87583187
DOROTHEA DIX PSYCHIATRIC CENTER,656 STATE STREET,44.81779862,-68.74142007
KIDSPEACE NATIONAL CENTERS OF NEW ENGLAND,16 KIDSPEACE WAY,44.59020244,-68.43359064
PENOBSCOT BAY MEDICAL CENTER,6 GLEN COVE DRIVE,44.14410143,-69.08454633
HAYES GREEN BEACH MEMORIAL HOSPITAL,321 E HARRIS STREET,42.5653255,-84.83195196
MCKENZIE HEALTH SYSTEM,120 N DELAWARE STREET,43.42348233,-82.83213345
MARLETTE REGIONAL HOSPITAL,2770 MAIN STREET,43.33271941,-83.08102154
KALKASKA MEMORIAL HEALTH CENTER,419 S CORAL,44.73129086,-85.18429685
SCHOOLCRAFT MEMORIAL HOSPITAL,7870W US HWY 2,45.946684,-86.27615385
SPARROW IONIA HOSPITAL,3565 S STATE ROAD,42.93593087,-85.06796742
PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST,41.92456501,-83.3880849
SPECTRUM HEALTH UNITED HOSPITAL,615 S BOWER STREET,43.17469185,-85.26934947
MCLAREN ORTHOPEDIC HOSPITAL,2727 S PENNSYLVANIA,42.70330447,-84.53503019
PROMEDICA HERRICK HOSPITAL,500 E POTTAWATAMIE STREET,42.00259106,-83.93782239
HENRY FORD MACOMB HOSPITAL-MT CLEMENS CAMPUS,215 NORTH AVE.,42.60686446,-82.88090679
EATON RAPIDS MEDICAL CENTER,1500 S MAIN STREET,42.49525229,-84.65865128
MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,43.39072927,-84.66330985
MERCY HEALTH MUSKEGON SHERMAN BLVD,1500 E SHERMAN BOULEVARD,43.20579374,-86.20860504
LAKE HURON MEDICAL CENTER,2601 ELECTRIC AVENUE,42.95594281,-82.43339042
ST VINCENT HEALTH CARE,1233 NORTH 30TH STREET,45.79340386,-108.5194738
BEAUMONT HOSPITAL TRENTON,5450 FORT STREET,42.11698997,-83.21347813
GARDEN CITY HOSPITAL,6245 INKSTER RD,42.33213544,-83.31498453
MUNSON HEALTHCARE CADILLAC HOSPITAL,400 HOBART ST,44.24544836,-85.38929522
ASPIRUS IRONWOOD HOSPITAL,N10561 GRAND VIEW LANE,46.48074586,-90.1067333
MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,14700 LAKESHORE DRIVE,45.31482009,-85.27486256
SCHOOLCRAFT MEMORIAL HOSPITAL,500 MAIN ST,45.95826246,-86.23952205
SPECTRUM HEALTH BLODGETT CAMPUS,1840 WEALTHY ST SE,42.95365063,-85.62331733
ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,42.39349141,-83.40414934
HENRY FORD MEDICAL CENTER COTTAGE,159 KERCHEVAL AVENUE,42.39693874,-82.90241427
VIBRA OF SOUTHEASTERN MICHIGAN,26400 W OUTER DRIVE,42.25631179,-83.16389534
REHABILITATION INSTITUTE OF MICHIGAN,261 MACK BLVD,42.34971013,-83.05560292
ROGERS CITY REHABILITATION HOSPITAL,555 N BRADLEY HIGHWAY,45.42211416,-83.83527557
SOUTHEAST MICHIGAN SURGICAL HOSPITAL,21230 DEQUINDRE ROAD,42.45165647,-83.08160374
APPLETON AREA HEALTH,30 SOUTH BEHL STREET,45.19992493,-96.00889968
CENTRACARE HEALTH LONG PRAIRIE,50 CENTRACARE DRIVE,45.97353279,-94.84844538
